1.548999999999999932e+00,2.986000000000000210e+00
1.543434343434343381e+00,3.076222222222222413e+00
1.537868686868686829e+00,3.166444444444444617e+00
1.532303030303030278e+00,3.256666666666666821e+00
1.574818181818181895e+00,3.388444444444444592e+00
1.651272727272727225e+00,3.549555555555555575e+00
1.727727272727272778e+00,3.710666666666666558e+00
1.821959595959596001e+00,3.881575757575757901e+00
2.001525252525252707e+00,4.099515151515151778e+00
2.181090909090908969e+00,4.317454545454545212e+00
2.360656565656565675e+00,4.535393939393939533e+00
2.584888888888889014e+00,4.835333333333333705e+00
2.823333333333333250e+00,5.161363636363636154e+00
3.061777777777777931e+00,5.487393939393939490e+00
3.294363636363637049e+00,6.020090909090910714e+00
3.515818181818181731e+00,6.945454545454545325e+00
3.737272727272727302e+00,7.870818181818181714e+00
3.958727272727273316e+00,8.796181818181818102e+00
3.975909090909091059e+00,1.075299999999999834e+01
3.977959595959596140e+00,1.278622222222222504e+01
3.980010101010100776e+00,1.481944444444444997e+01
4.178878787878788081e+00,1.704509090909091285e+01
4.561444444444445523e+00,1.945033333333334014e+01
4.944010101010102076e+00,2.185557575757576743e+01
5.378363636363638456e+00,2.412848484848485242e+01
6.261545454545457190e+00,2.525450505050505612e+01
7.144727272727275036e+00,2.638052525252525626e+01
8.027909090909094658e+00,2.750654545454545996e+01
9.467454545454552672e+00,2.806387878787879231e+01
1.115736363636363571e+01,2.836530303030303202e+01
1.284727272727272762e+01,2.866672727272727528e+01
1.447851515151515223e+01,2.875627272727273009e+01
1.595575757575757869e+01,2.828963636363636525e+01
1.743300000000000338e+01,2.782300000000000040e+01
1.891024242424242985e+01,2.735636363636363555e+01
2.021576767676768327e+01,2.695816161616161466e+01
2.149381818181818460e+01,2.657090909090909037e+01
2.277186868686869303e+01,2.618365656565656252e+01
2.374133333333333695e+01,2.596658585858585866e+01
2.433100000000000307e+01,2.595896969696969592e+01
2.492066666666666919e+01,2.595135353535353318e+01
2.549807070707070622e+01,2.595065656565656553e+01
2.573212121212121062e+01,2.614369696969696832e+01
2.596617171717171857e+01,2.633673737373737467e+01
2.620022222222222297e+01,2.652977777777778101e+01
2.644972727272727298e+01,2.680481818181818454e+01
2.670867676767677068e+01,2.712996969696969884e+01
2.696762626262626483e+01,2.745512121212121670e+01
2.718372727272727118e+01,2.778584848484848635e+01
2.723557575757575577e+01,2.813794949494949549e+01
2.728742424242424391e+01,2.849005050505050463e+01
2.733927272727272850e+01,2.884215151515151732e+01
2.739994949494949594e+01,2.921887878787878634e+01
2.746292929292929585e+01,2.960203030303030047e+01
2.752590909090909221e+01,2.998518181818182171e+01
2.764500000000000313e+01,3.048277777777778041e+01
2.785590909090909406e+01,3.116764646464647015e+01
2.806681818181818500e+01,3.185251515151515633e+01
2.827772727272727238e+01,3.253738383838383896e+01
2.910605050505051139e+01,3.228920202020201913e+01
2.995642424242424440e+01,3.200769696969697264e+01
3.080679797979798451e+01,3.172619191919191906e+01
3.118056565656565482e+01,3.001907070707070346e+01
3.116709090909090918e+01,2.715363636363633759e+01
3.115361616161615999e+01,2.428820202020200369e+01
3.100026262626262152e+01,2.147509090909090190e+01
2.997266666666665813e+01,1.898899999999998300e+01
2.894507070707070540e+01,1.650290909090908897e+01
2.791747474747474200e+01,1.401681818181816830e+01
2.619963636363636184e+01,1.221354545454545359e+01
2.421884848484846842e+01,1.067039393939392511e+01
2.223806060606059631e+01,9.127242424242416163e+00
2.023027272727272319e+01,7.907909090909090111e+00
1.816248484848483002e+01,7.408171717171712523e+00
1.609469696969695462e+01,6.908434343434340263e+00
1.402690909090906146e+01,6.408696969696962675e+00
1.244813131313130228e+01,6.282151515151515042e+00
1.092577777777777470e+01,6.198666666666666991e+00
9.403424242424232915e+00,6.115181818181818052e+00
8.182141414141412383e+00,6.038909090909091226e+00
7.283434343434335823e+00,5.970363636363636317e+00
6.384727272727268144e+00,5.901818181818181408e+00
5.517636363636357899e+00,5.835494949494949068e+00
5.077363636363632082e+00,5.799171717171716978e+00
4.637090909090906266e+00,5.762848484848484887e+00
4.196818181818176008e+00,5.726525252525252796e+00
3.878030303030300718e+00,5.666020202020201957e+00
3.623181818181814950e+00,5.592787878787878419e+00
3.368333333333331403e+00,5.519555555555555770e+00
3.139999999999998348e+00,5.432676767676766438e+00
2.994999999999998774e+00,5.302909090909089684e+00
2.849999999999999201e+00,5.173141414141413819e+00
2.704999999999998295e+00,5.043373737373736176e+00
2.477818181818179699e+00,4.716757575757572596e+00
2.233515151515147679e+00,4.349131313131307408e+00
1.989212121212118101e+00,3.981505050505045773e+00
1.804424242424241598e+00,3.682727272727270851e+00
1.703949494949493548e+00,3.481484848484845962e+00
1.603474747474746831e+00,3.280242424242422850e+00
1.502999999999999892e+00,3.079000000000000181e+00
